Date;Open;High;Low;Close;Adj Close;Volume;Returns
07.11.2019;910,409973;918,130005;908,359985;918,130005;918,130005;121313500;0,85
08.11.2019;918,140015;918,409973;912,450012;916,02002;916,02002;88134700;-0,23
11.11.2019;916;917,820007;910,590027;917,820007;917,820007;71635900;0,2
12.11.2019;917,830017;920,049988;912,52002;915,5;915,5;71826700;-0,25
13.11.2019;915,859985;915,859985;904,900024;909,030029;909,030029;91513000;-0,75
14.11.2019;909,02002;911,780029;906,789978;907,820007;907,820007;75321800;-0,13
15.11.2019;907,849976;908,48999;898,849976;903,580017;903,580017;72717300;-0,47
18.11.2019;903,580017;907,969971;899,51001;902,640015;902,640015;84143700;-0,1
19.11.2019;902,669983;907,549988;901,929993;903,48999;903,48999;122114400;0,09
20.11.2019;903,469971;903,5;893,630005;900,830017;900,830017;98489000;-0,29
21.11.2019;900,809998;900,849976;895,859985;900,080017;900,080017;61218100;-0,08
22.11.2019;900,140015;909,929993;900,140015;909,799988;909,799988;67767600;1,07
25.11.2019;909,789978;915,559998;909,780029;914,52002;914,52002;47086700;0,52
26.11.2019;915,109985;916,309998;909,780029;910,969971;910,969971;90285400;-0,45
27.11.2019;910,969971;913,130005;908,700012;912,280029;912,280029;73594600;0,14
28.11.2019;912,119995;912,26001;908,109985;908,359985;908,359985;57819600;-0,41
29.11.2019;908,340027;908,349976;900,599976;902,450012;902,450012;85219300;-0,65
02.12.2019;902,450012;906,01001;890,789978;890,809998;890,809998;81931000;-1,29
03.12.2019;890,820007;894,380005;882,469971;884,210022;884,210022;119840200;-0,74
04.12.2019;884,210022;898,640015;884,109985;898,640015;898,640015;74383900;1,63
05.12.2019;898,659973;901,960022;896,880005;897,650024;897,650024;61646200;-0,11
06.12.2019;897,650024;906,76001;896,780029;906,469971;906,469971;69903300;0,98
09.12.2019;906,52002;908,469971;901,559998;908;908;64074700;0,16
10.12.2019;907,950012;907,960022;899,159973;904,119995;904,119995;69555100;-0,42
11.12.2019;904,219971;904,219971;897,77002;900,219971;900,219971;50276000;-0,44
12.12.2019;900,22998;907,119995;899,72998;905,150024;905,150024;59620300;0,55
13.12.2019;905,200012;913,669983;905,200012;911,390015;911,390015;76187200;0,68
16.12.2019;911,390015;916,780029;911,359985;916,150024;916,150024;71762100;0,52
17.12.2019;916,140015;917,51001;913,619995;914,030029;914,030029;73312600;-0,23
18.12.2019;914,039978;916,820007;910,440002;916,51001;916,51001;58111900;0,27
19.12.2019;916,52002;922,559998;914,659973;922,559998;922,559998;80120900;0,66
20.12.2019;922,570007;930,030029;922,570007;928,210022;928,210022;99976700;0,61
23.12.2019;928,25;935,200012;928,25;935,200012;935,200012;53487700;0,75
27.12.2019;935,200012;940,640015;932,159973;933,890015;933,890015;47820900;-0,14
30.12.2019;933,900024;935,619995;931,390015;931,450012;931,450012;53684200;-0,26
02.01.2020;931,450012;943,97998;931,309998;941,27002;941,27002;65254100;1,05
03.01.2020;941,390015;944,559998;937,75;942,679993;942,679993;73797400;0,14
06.01.2020;942,700012;945,299988;934,559998;940,059998;940,059998;92425700;-0,28
07.01.2020;940,070007;946,640015;937,01001;937,400024;937,400024;70050500;-0,28
08.01.2020;937,280029;939,950012;935,419983;938,48999;938,48999;60566400;0,13
09.01.2020;938,48999;941,25;935,320007;938,289978;938,289978;67318700;-0,02
10.01.2020;938,570007;941,580017;935,849976;939,380005;939,380005;59430300;0,09
13.01.2020;939,380005;944,179993;938,169983;940,630005;940,630005;69181700;0,13
14.01.2020;940,630005;946,190002;937,52002;938,609985;938,609985;66329000;-0,21
15.01.2020;938,580017;941,200012;935,960022;937,01001;937,01001;67484600;-0,17
16.01.2020;936,98999;938,840027;933,030029;936,590027;936,590027;69666900;-0,04
17.01.2020;936,599976;947,880005;936,599976;946,630005;946,630005;59551400;1,07
20.01.2020;946,630005;949,01001;943,580017;946,210022;946,210022;62977800;-0,04
21.01.2020;946,219971;946,219971;936,02002;941,679993;941,679993;69782000;-0,48
22.01.2020;941,679993;948,070007;941,52002;943,900024;943,900024;98894200;0,24
23.01.2020;943,919983;943,960022;927,109985;930,289978;930,289978;84489900;-1,44
24.01.2020;930,330017;942,27002;930,330017;939,98999;939,98999;62768300;1,04
27.01.2020;939,950012;939,950012;915,929993;921,309998;921,309998;130661900;-1,98
28.01.2020;921,299988;925,700012;914,330017;925,700012;925,700012;83398900;0,48
29.01.2020;925,700012;932,130005;923,349976;925,320007;925,320007;78706700;-0,04
30.01.2020;925,309998;925,309998;914,299988;915,869995;915,869995;67649300;-1,02
31.01.2020;915,849976;924,349976;913,640015;913,809998;913,809998;80639000;-0,22
03.02.2020;913,830017;916,210022;907,700012;913,98999;913,98999;82196800;0,02
04.02.2020;914;923,080017;914;917,330017;917,330017;72810600;0,36
05.02.2020;917,349976;931,72998;915,75;930,919983;930,919983;76368900;1,48
06.02.2020;930,719971;943,469971;930,719971;936,26001;936,26001;137885900;0,6
07.02.2020;936,340027;938,450012;919,280029;920,820007;920,820007;129840600;-1,66
10.02.2020;920,820007;922,869995;908,059998;912,25;912,25;125544400;-0,93
11.02.2020;913,200012;925,940002;913,099976;925,659973;925,659973;111561000;1,36
12.02.2020;925,73999;933,440002;923,97998;930,77002;930,77002;97494700;0,54
13.02.2020;930,76001;930,76001;917,969971;926,25;926,25;97325200;-0,48
14.02.2020;926,25;931,97998;926,030029;929,23999;929,23999;68989900;0,32
17.02.2020;929,23999;933,929993;925,840027;927,97998;927,97998;113158900;-0,14
18.02.2020;927,97998;927,97998;921,039978;926,679993;926,679993;75046700;-0,14
19.02.2020;926,650024;934,940002;926,460022;934,929993;934,929993;96915300;0,89
20.02.2020;934,929993;943,5;934,919983;942,890015;942,890015;155189400;0,85
21.02.2020;942,890015;942,890015;932,47998;936,700012;936,700012;108712500;-0,66
24.02.2020;936,450012;936,450012;896,150024;898,400024;898,400024;154261100;-4,06
25.02.2020;898,52002;909,539978;888,98999;894,97998;894,97998;142049100;-0,39
26.02.2020;894,940002;894,940002;863,75;886,47998;886,47998;175968300;-0,95
27.02.2020;886,450012;886,450012;843,190002;843,190002;843,190002;184336100;-4,88
28.02.2020;840,669983;844,619995;814,75;830,26001;830,26001;233517000;-1,24
02.03.2020;830,26001;861,130005;825,539978;833,830017;833,830017;182339100;0,43
03.03.2020;833,919983;867,900024;833,919983;859,169983;859,169983;167306700;3,03
04.03.2020;859,150024;868,369995;849,909973;858,590027;858,590027;301018000;-0,07
05.03.2020;858,580017;866,280029;835,169983;838,469971;838,469971;149280700;-2,34
06.03.2020;838,429993;838,429993;801,340027;801,340027;801,340027;180914200;-4,42
09.03.2020;801,26001;801,26001;701,47998;736,080017;736,080017;271257600;-8,13
10.03.2020;736,090027;770,809998;736,090027;739,679993;739,679993;209333700;0,49
11.03.2020;739,630005;750,01001;713,119995;713,119995;713,119995;175999100;-3,58
12.03.2020;711,090027;711,090027;640,590027;650,599976;650,599976;225147100;-8,51
13.03.2020;650,710022;698,390015;650,710022;675,080017;675,080017;244995000;3,75
16.03.2020;675,049988;675,049988;605,280029;639,049988;639,049988;247660400;-5,33
17.03.2020;639,320007;662,929993;630,630005;645,070007;645,070007;214384600;0,9
18.03.2020;645,049988;645,080017;624,390015;637,75;637,75;212900000;-1,13
19.03.2020;637,73999;667,330017;637,72998;667,320007;667,320007;233225000;4,64
20.03.2020;668,460022;704,070007;662,390015;668,77002;668,77002;269575200;0,05
23.03.2020;667,049988;667,52002;635,929993;635,929993;635,929993;182667600;-4,67
24.03.2020;637,940002;672,47998;637,940002;671,590027;671,590027;187605400;5,27
25.03.2020;671,599976;692,76001;659,190002;682,469971;682,469971;244069300;1,62
26.03.2020;682,390015;692,039978;665,900024;692,039978;692,039978;166299500;1,41
27.03.2020;692,039978;692,039978;662,26001;666,859985;666,859985;154967800;-3,64
30.03.2020;666,849976;686,929993;647,619995;686,929993;686,929993;147163000;3,01
31.03.2020;687,109985;709,02002;687,109985;707,130005;707,130005;193348300;2,91
01.04.2020;702,940002;719,580017;688,169983;719,580017;719,580017;182206500;2,37
02.04.2020;719,669983;731,890015;705,049988;713,01001;713,01001;196715000;-0,93
03.04.2020;713,23999;718,330017;705,309998;712,210022;712,210022;200112200;-0,14
06.04.2020;712,26001;728,719971;710,969971;728,51001;728,51001;153116500;2,28
07.04.2020;730,780029;750,150024;730,780029;744,390015;744,390015;187415700;1,86
08.04.2020;744,330017;744,349976;729,72998;734,380005;734,380005;112531800;-1,34
14.04.2020;734,380005;755,400024;734,380005;755,400024;755,400024;230637900;2,86
15.04.2020;755,369995;755,549988;733,859985;737,469971;737,469971;174930700;-2,37
16.04.2020;737,450012;743,080017;726,940002;727,679993;727,679993;170822600;-1,32
17.04.2020;727,72998;749,190002;727,72998;748,450012;748,450012;176685000;2,85
20.04.2020;748,5;751,679993;729,01001;740,900024;740,900024;174991200;-1,02
21.04.2020;740,890015;740,890015;721,289978;726,700012;726,700012;170664000;-1,92
22.04.2020;726,669983;740,320007;716,039978;738,119995;738,119995;149525200;1,58
23.04.2020;738,109985;750,140015;736,119995;750,140015;750,140015;166599700;1,63
24.04.2020;750,159973;750,169983;735,659973;738,130005;738,130005;131267500;-1,6
27.04.2020;738,159973;746,599976;738,159973;743,419983;743,419983;120499000;0,71
28.04.2020;743,210022;760,119995;742,200012;757,530029;757,530029;155059800;1,93
29.04.2020;757,570007;773,580017;757,570007;772,150024;772,150024;198213300;1,92
30.04.2020;772,169983;780,159973;765,460022;775,109985;775,109985;219191800;0,38
04.05.2020;775,049988;775,049988;750,070007;751,27002;751,27002;235208300;-3,07
05.05.2020;751,27002;763,02002;751,27002;757,809998;757,809998;174162500;0,87
06.05.2020;757,859985;758,099976;747,460022;747,580017;747,580017;158796600;-1,36
07.05.2020;747,559998;757,039978;746,349976;756,590027;756,590027;217487300;1,21
08.05.2020;756,599976;769,619995;756,599976;769,619995;769,619995;358161500;1,72
11.05.2020;769,690002;777,01001;761,340027;764,080017;764,080017;206363800;-0,73
12.05.2020;764,059998;773,340027;761,369995;770,02002;770,02002;282451000;0,78
13.05.2020;770,099976;770,150024;754,799988;758,140015;758,140015;253067600;-1,55
14.05.2020;757,690002;757,690002;736,340027;737,25;737,25;172329100;-2,7
15.05.2020;737,429993;755,320007;737,429993;753,609985;753,609985;138490300;2,19
18.05.2020;753,590027;771,580017;753,590027;771,580017;771,580017;206797600;2,39
19.05.2020;771,669983;784,559998;771,01001;780,369995;780,369995;208410600;1,13
20.05.2020;780,390015;789,340027;775,049988;789,330017;789,330017;535649600;1,15
22.05.2020;789,320007;789,320007;770,73999;776,650024;776,650024;465586200;-1,61
25.05.2020;776,77002;793,119995;776,77002;793,119995;793,119995;288124000;2,1
26.05.2020;793,549988;805,26001;793,030029;804,859985;804,859985;383441300;1,43
27.05.2020;804,840027;812,72998;802,049988;806,200012;806,200012;309823500;0,17
28.05.2020;806,369995;810,130005;802,960022;806,190002;806,190002;215365700;-0,02
29.05.2020;806,190002;806,309998;793,080017;796,77002;796,77002;240180900;-1,17
02.06.2020;796,960022;815,330017;796,960022;815,080017;815,080017;225688900;2,27
03.06.2020;815,080017;830,429993;815,080017;830,429993;830,429993;200832200;1,88
04.06.2020;830,419983;834,090027;822,049988;833,309998;833,309998;219488700;0,35
05.06.2020;833,340027;851,580017;833,340027;849,659973;849,659973;257925300;1,96
08.06.2020;849,690002;861,369995;849,409973;856,830017;856,830017;322606300;0,84
09.06.2020;856,840027;860,039978;837,77002;839,090027;839,090027;275620900;-2,07
10.06.2020;839,090027;848,140015;834,830017;839,679993;839,679993;251139900;0,07
11.06.2020;839,640015;839,640015;812,169983;813,719971;813,719971;272855000;-3,09
12.06.2020;813,719971;824,630005;797,549988;820,320007;820,320007;245962500;0,81
15.06.2020;819,289978;819,289978;790,380005;802,900024;802,900024;307709800;-2
16.06.2020;803,299988;825,609985;803,299988;824,450012;824,450012;363539700;2,63
17.06.2020;824,539978;829,059998;818,609985;819,440002;819,440002;374998400;-0,62
18.06.2020;819,280029;821,530029;812,380005;813,400024;813,400024;212882200;-0,72
19.06.2020;813,369995;822,530029;813,340027;815,140015;815,140015;199593700;0,22
22.06.2020;815,140015;815,159973;804,900024;805,969971;805,969971;148029700;-1,12
23.06.2020;805,98999;820,320007;805,98999;813,419983;813,419983;129286300;0,92
24.06.2020;813,419983;815,01001;803,73999;804,150024;804,150024;134592800;-1,14
25.06.2020;804,140015;804,140015;789,47998;801,210022;801,210022;163237700;-0,36
26.06.2020;801,119995;806,280029;794,630005;794,719971;794,719971;169036100;-0,8
29.06.2020;794,700012;800,51001;790,109985;800,059998;800,059998;213518800;0,67
30.06.2020;800,059998;802,619995;792,849976;795,219971;795,219971;137523000;-0,6
01.07.2020;795,190002;803,409973;793,359985;802,77002;802,77002;123392200;0,95
02.07.2020;802,780029;809,580017;799,27002;807,280029;807,280029;116387700;0,56
03.07.2020;807,280029;809,179993;800,73999;801,679993;801,679993;91192200;-0,69
06.07.2020;801,75;812,590027;801,75;810;810;1031096500;1,03
07.07.2020;809,869995;811,320007;802,369995;808,919983;808,919983;398003600;-0,12
08.07.2020;808,919983;811,25;803,47998;811,01001;811,01001;232739400;0,26
09.07.2020;811,02002;812,640015;800,77002;800,960022;800,960022;256499700;-1,24
10.07.2020;800,98999;802,969971;791,609985;801,590027;801,590027;208392300;0,07
13.07.2020;801,590027;822,429993;801,590027;821;821;214915800;2,42
14.07.2020;820,98999;823,820007;816,109985;823,650024;823,650024;222736900;0,32
15.07.2020;823,650024;840,820007;823,650024;840,820007;840,820007;228966100;2,08
16.07.2020;840,820007;840,820007;832,369995;836,140015;836,140015;258260600;-0,56
17.07.2020;836,26001;844,23999;836,26001;843,630005;843,630005;390668400;0,88
20.07.2020;843,630005;849,429993;840,440002;847,909973;847,909973;219597100;0,51
21.07.2020;847,919983;866,25;847,900024;856,210022;856,210022;251759000;0,98
22.07.2020;856,23999;860,51001;843,210022;849,849976;849,849976;299211700;-0,75
23.07.2020;849,849976;852,859985;843,130005;843,549988;843,549988;611639000;-0,74
24.07.2020;843,429993;843,450012;829,820007;839,969971;839,969971;334071500;-0,41
27.07.2020;839,969971;845,049988;834;839,969971;839,969971;221815900;0
28.07.2020;839,969971;842,700012;836,820007;839,080017;839,080017;227042300;-0,11
29.07.2020;839,25;841,960022;833,960022;841,719971;841,719971;267101700;0,29
30.07.2020;841,72998;841,75;819,73999;819,75;819,75;260943000;-2,61
31.07.2020;819,75;833,719971;819,710022;826,22998;826,22998;333719400;0,79
03.08.2020;826,23999;842,25;825,47998;842,190002;842,190002;209414100;1,93
04.08.2020;842,450012;847,77002;839,73999;847,75;847,75;212983700;0,63
05.08.2020;847,75;855,679993;847,51001;854,940002;854,940002;277519100;0,85
06.08.2020;854,940002;856,900024;848,900024;854,880005;854,880005;399922200;-0,01
07.08.2020;854,859985;856,380005;848,900024;854,630005;854,630005;382684600;-0,03
10.08.2020;854,650024;859,950012;850,280029;856,190002;856,190002;297126500;0,18
11.08.2020;856,190002;875,299988;856,190002;870,640015;870,640015;388836500;1,69
12.08.2020;870,640015;875,969971;867,960022;875,940002;875,940002;525532700;0,61
13.08.2020;875,789978;880,190002;872,390015;878,039978;878,039978;473368000;0,26
14.08.2020;878,039978;878,039978;863,5;871,909973;871,909973;384639100;-0,7
17.08.2020;871,830017;874,859985;868,799988;871,929993;871,929993;210517500;0,01
18.08.2020;871,929993;873,72998;865,369995;866,690002;866,690002;251765700;-0,6
19.08.2020;866,679993;869,900024;864,159973;868,280029;868,280029;302551900;0,18
20.08.2020;868,280029;868,280029;861,25;862;862;225842500;-0,72
21.08.2020;861,98999;866,799988;855,369995;860,700012;860,700012;206693400;-0,15
24.08.2020;860,669983;876,02002;860,080017;875,97998;875,97998;184306600;1,78
25.08.2020;875,98999;882,349976;872,190002;872,789978;872,789978;185092100;-0,37
26.08.2020;872,809998;872,809998;865,030029;870,119995;870,119995;233216100;-0,31
27.08.2020;870,119995;871,900024;865,450012;867,140015;867,140015;188949600;-0,34
28.08.2020;867,140015;868,450012;858,76001;862,929993;862,929993;199232100;-0,49
31.08.2020;862,929993;870,400024;857,950012;859,26001;859,26001;196076400;-0,43
01.09.2020;859,27002;863,090027;854,650024;859,590027;859,590027;189692800;0,04
02.09.2020;859,549988;863,960022;852,869995;854,880005;854,880005;194466600;-0,54
03.09.2020;854,909973;860,159973;851,630005;852,109985;852,109985;175638200;-0,33
04.09.2020;852,039978;854,179993;837,650024;845,669983;845,669983;196622100;-0,75
07.09.2020;845,669983;854,880005;844,98999;854,849976;854,849976;252557800;1,09
08.09.2020;854,849976;857,710022;839,559998;842,580017;842,580017;252617200;-1,44
